course_id,lesson_rank,content_title,overview
2,3,ねじ回しゲーム,"Scratchを使って、ねじを回して埋め込むゲームのプログラムを作成する。また、ゲームで使用するコントローラー（ドリル）を、センサーやブロックを組み合わせて作成する。
コントローラーの接触をモーションセンサーで検知し、ゲーム内でねじが回り、ドリルのモーターが回転する仕組みを作る。
この教材を通して、センサーとの距離を活用した制御や、変数を使ってカウントする処理を学習する。"
2,3,ネコゲーム,"Scratchを使って、ネコをジャンプさせて進んでくるケーキをよけるゲームのプログラムを作成する。また、ゲームで使用するコントローラー（ネコ）を、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内でネコがジャンプする仕組みを作る。ケーキに当たるとネコロボットの腕が上下する。
この教材を通して、センサーの傾きを活用した制御や、変数を使ったカウントダウンの処理を学習する。"
2,3,ぬりかべゲーム,"Scratchを使って、落ちてくるぬりかべに当たらないようにゴールを目指すスクロールゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。コントローラーの傾きをチルトセンサーで検知し、ゲーム内でキャラクターがジャンプする仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、ステージ内の色を使った判定処理を学習する。"
2,3,ドアジャンプゲーム,"Scratchを使って、パドルを回転させてキャラクターがジャンプするときの進行方向を変えるゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。コントローラーの傾きをチルトセンサーで検知し、ゲーム内でパドルが回転する仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、スプライトを「回す」コードの処理を学習する。"
2,3,だるまさんゲーム,"Scratchを使って、「だるまさんが転んだ」ゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、腕につけたコントローラーを振ると、ゲーム内でキャラクターが前進する仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、「〇秒待つ」コードを使った待機する処理を学習する。"
2,3,スクーターゲーム,"Scratchを使って、スクーターが進む距離を伸ばしていくゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内で距離の変数がカウントアップされる仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、座標の数値を使った処理を学習する。"
2,3,スイカ早食いゲーム,"Scratchを使って、スイカを早く食べるゲームのプログラムを作成する。また、ゲームで使用するコントローラー（ボタン）を、センサーやブロックを組み合わせて作成する。
コントローラーのボタンが押されたことモーションセンサーで検知し、ゲーム内でスイカが食べられる仕組みを作る。
この教材を通して、センサーとの距離を活用した制御や、複数の変数を使った処理を学習する。"
2,3,スイカ切りゲーム,"Scratchを使って、流れてくる爆弾とスイカを見分けてスイカを切るゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内で剣が振られる仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、変数を判定してゲームオーバーにする処理を学習する。"
2,3,シューティング①,"Scratchを使って、動く鳥を狙って撃つゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作る。
コントローラーのモーションセンサーとの距離を検知し、ゲーム内で弾が発射される仕組みを作る。
この教材を通じて、センサーとの距離を活用した制御や、スプライトが特定のスプライトに「触れたとき」の処理を学習する。"
2,3,シューティング②,"Scratchを使って、飛行機同士でビームを出したりよけたりするゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内で飛行機が左右に動く仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、イベントによってビームを発射する処理を学習する。"
2,3,サメよけゲーム,"Scratchを使って、サメをよけて上下左右に動くゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内でキャラクターがジャンプする仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、ジャンプの処理を学習する。"
2,3,サメジャンプゲーム,"Scratchを使って、サメにぶつからないようにジャンプするゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーのボタンが押されたことをモーションセンサーで検知し、ゲーム内でキャラクターがジャンプする仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、ジャンプの処理を学習する。"
2,3,サッカーゲーム,"Scratchを使って、サッカーのシュートをするゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
チルトセンサーで傾きを検知したらポインターが横に動き、モーションセンサーで接触を検知したらボールがシュートされる仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、サッカーボールのアニメーション処理を学習する。"
2,3,魚釣りゲーム,"Scratchを使って、魚を釣るゲームのプログラムを作成する。また、ゲームで使用するコントローラー（釣り竿）を、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、モータが回転してリールを巻き上げる。ゲーム画面ではルアーが上がったり下がったりする。
この教材を通して、センサーの傾きを活用した制御や、変数を使ったカウントダウンの処理を学習する。"
2,3,サーフィンゲーム,"Scratchを使って、サーフィンしながら星をゲットするゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの動きをモーションセンサーで検知し、ゲーム内でサーフボードが左右に動く仕組みを作る。
この教材を通して、センサーとの距離を活用した制御や、「メッセージを送る」コードを使った処理を学習する。"
2,3,コインゲーム,"Scratchを使って、ジャンプしてコインをゲットするゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの動きをモーションセンサーで検知し、ゲーム内でキャラクターがジャンプする仕組みを作る。
この教材を通して、センサーとの距離を活用した制御や、ジャンプの処理を学習する。"
2,3,くだものゲーム,"Scratchを使って、くだものを左右に仕分けるゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内でバーが傾く仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、「または」という条件を使った処理を学習する。"
2,3,かわしてキャッチゲーム,"Scratchを使って、流れてくる魚をよけながら星をキャッチするゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
チルトセンサーで傾きを検知したらカニが横に動き、モーションセンサーで接触を検知したらカニがジャンプする仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、星を自動で動かす処理を学習する。"
2,3,化石掘りゲーム,"Scratchを使って、化石を掘るゲームのプログラムを作成する。また、ゲームで使用するコントローラー（ピッケル）を、センサーやブロックを組み合わせて作成する。
コントローラーの動きをモーションセンサーで検知し、ゲーム内で化石が掘られる仕組みを作る。
この教材を通して、センサーとの距離を活用した制御や、「ではない」という条件を使った処理を学習する。"
2,3,欠片あつめゲーム,"Scratchを使って、降ってくる欠片を瓶に集めるゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内で瓶が左右に動く仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、スコア変数の値で条件分岐する処理を学習する。"
2,3,カーレースゲーム,"Scratchを使って、敵の車よりも早くゴールするカーレースゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内で少しずつ車が前進する仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、乱数を使った処理を学習する。"
2,3,おさんぽゲーム,"Scratchを使って、岩をよけながら犬のおさんぽをするゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内で犬が上下に動く仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、岩に当たったときの条件分岐の処理を学習する。"
2,3,犬よけゲーム,"Scratchを使って、犬を避けながらゴール地点を目指すゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーの傾きをチルトセンサーで検知し、ゲーム内でキャラクターが動く仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、複数の条件分岐の処理を学習する。"
2,3,アクションゲーム,"Scratchを使って、様々な障害物をよけながらゴールを目指すゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
チルトセンサーで傾きを検知したらキャラクターが横に動き、モーションセンサーで接触を検知したらキャラクターがジャンプする仕組みを作る。
この教材を通して、センサーの傾きを活用した制御や、ジャンプの処理を学習する。"
2,3,50m走ゲーム,"Scratchを使って、水たまりをよけながらゴールを目指すゲームのプログラムを作成する。また、ゲームで使用するコントローラーを、センサーやブロックを組み合わせて作成する。
コントローラーのボタンを押したらキャラクターが前に進み、チルトセンサーで傾きを検知したらキャラクターが上下に動く仕組みをつくる。
この教材を通して、センサーとの距離を活用した制御や、「かつ」という条件を使った処理を学習する。"
2,4,オリジナル課題,"モーターやセンサー、ブロックなどのパーツを組み合わせて、自分だけのオリジナルロボットを制作する。
動きや形を自由に工夫しながら、どのようにすれば思い通りに動くのかを考え、ロボットの仕組みを学習する。
また、Scratchを使ってロボットを動かすプログラムを作成し、動きの制御や条件分岐などの基本的なプログラミングの考え方を身につける。
試行錯誤を重ねながら、自分の考えを表現する力を育てる。"
3,1,RS①レッドストーンの特性,"マインクラフトで、現実世界における電気回路を模したレッドストーン回路の特性を学び、
レッドストーンにまつわる様々なアイテムを使ってみる。
この教材を通して、基本的な回路の組み立て方、信号の大きさ、信号の速度などを学習する。"
3,1,RS②クロック回路,"マインクラフトのレッドストーン回路で、パルス信号を送り続けるクロック回路の作り方を学び、
クロック回路を応用してTNTブロックを連射する装置を作る。
この教材を通して、回路によって特定の機能を実現できることを学習する。"
3,1,RS③ノット回路・アンド回路,"マインクラフトのレッドストーン回路で、入力したオンオフ信号を逆転して伝えるノット回路と、2つのオンを入力したときに信号を通すアンド回路の作り方を学び、
アンド回路を応用して迷路から脱出するゲームを作る。
この教材を通して、信号の制御の方法と、実践的な利用方法を学習する。"
3,1,RS④パルサー回路,"マインクラフトのレッドストーン回路で、オンの信号を入力すると短いパルス信号を発生するパルサー回路の作り方を学び、
パルサー回路を応用して自動で作物を収穫する装置（収獲機）を作る。
この教材をとおして、パルス信号の概念と、実践的な利用方法を学習する。"
